"Time","Distance","Corr Dist","Corr Dist (Unstretched)","Corr Speed","Damper Vel FL","Damper Vel FR","Damper Vel RL","Damper Vel RR","glat","glong","Oversteer","steered angle","is1st","is2nd","is3rd","is4th","is5th","is6th","is2ndWOT","is3rdWOT","isWOT","LAP_BEACON","G_LAT","ROTY","STEERANGLE","SPEED","THROTTLE","BRAKE","GEAR","G_LON","CLUTCH","RPMS","TC","ABS","SUS_TRAVEL_LF","SUS_TRAVEL_RF","SUS_TRAVEL_LR","SUS_TRAVEL_RR","BRAKE_TEMP_LF","BRAKE_TEMP_RF","BRAKE_TEMP_LR","BRAKE_TEMP_RR","TYRE_PRESS_LF","TYRE_PRESS_RF","TYRE_PRESS_LR","TYRE_PRESS_RR","TYRE_TAIR_LF","TYRE_TAIR_RF","TYRE_TAIR_LR","TYRE_TAIR_RR","WHEEL_SPEED_LF","WHEEL_SPEED_RF","WHEEL_SPEED_LR","WHEEL_SPEED_RR","BUMPSTOPUP_RIDE_LF","BUMPSTOPUP_RIDE_RF","BUMPSTOPUP_RIDE_LR","BUMPSTOPUP_RIDE_RR","BUMPSTOPDN_RIDE_LF","BUMPSTOPDN_RIDE_RF","BUMPSTOPDN_RIDE_LR","BUMPSTOPDN_RIDE_RR","BUMPSTOP_FORCE_LF","BUMPSTOP_FORCE_RF","BUMPSTOP_FORCE_LR","BUMPSTOP_FORCE_RR","EN_ET","EN_TL","EN_TD","EN_TB","EN_TW","EN_W","EN_Dy","EN_AP","EN_GR","TIME"
"s","m","m","m","m/s","m/s","m/s","m/s","m/s","G","G","rad","deg","","","","","","","","","","..","m/s2","deg/s","deg","km/h","%","%","no","m/s2","%","1/min","..","..","mm","mm","mm","mm","C","C","C","C","..","..","..","..","C","C","C","C","m/s","m/s","m/s","m/s","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."


"0.265","12","34360","34373","47.6","0.0","0.0","0.0","0.0","-0.07","0.39","-0.00","-0.10","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.75","-1.16","171.3","100","0","3","0","0","6785","0","0","13.59","13.14","28.95","28.72","570.97","564.83","645.57","642.62","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.58","47.56","49.03","49.01","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-2","1","1187","1","3","8","7"
"0.270","13","34361","34373","47.6","0.0","0.0","0.0","0.0","-0.07","0.39","-0.00","-0.10","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.75","-1.00","171.6","100","0","3","0","0","6795","0","0","13.71","13.18","28.87","28.76","570.97","564.83","645.57","642.62","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.60","47.57","49.00","49.01","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-2","1","1187","1","3","8","7"
"0.275","13","34361","34374","47.7","0.0","0.0","0.0","0.0","-0.07","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.75","-1.00","171.6","100","0","3","0","0","6795","0","0","13.84","13.21","28.88","28.83","570.97","564.83","645.57","642.62","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.62","47.59","48.98","49.00","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-2","1","1187","1","3","8","7"
"0.280","13","34361","34374","47.7","0.0","0.0","0.0","0.0","-0.07","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.75","-1.00","171.6","100","0","3","0","0","6795","0","0","13.97","13.25","28.98","28.91","570.97","564.83","645.57","642.62","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.64","47.61","49.00","49.03","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-2","1","1187","2","3","8","7"
"0.285","13","34361","34374","47.7","0.0","0.0","0.0","0.0","-0.06","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-1.00","171.6","100","0","3","0","0","6795","0","0","14.08","13.27","29.06","28.97","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.67","47.63","49.03","49.06","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-2","1","1187","2","3","8","7"
"0.290","14","34362","34374","47.7","0.0","0.0","0.0","0.0","-0.06","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-1.00","171.8","100","0","3","0","0","6812","0","0","14.12","13.27","29.13","29.00","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.69","47.65","49.04","49.07","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-2","1","1187","2","3","8","7"
"0.295","14","34362","34374","47.7","0.0","0.0","0.0","0.0","-0.06","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-1.00","171.8","100","0","3","0","0","6812","0","0","14.09","13.24","29.23","29.04","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.70","47.67","49.03","49.05","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-2","1","1187","2","3","8","7"
"0.300","14","34362","34375","47.8","0.0","0.0","0.0","0.0","-0.06","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-1.00","171.8","100","0","3","0","0","6812","0","0","14.02","13.18","29.37","29.14","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.72","47.67","49.02","49.04","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-2","1","1187","2","3","8","7"
"0.305","14","34362","34375","47.8","0.0","0.0","0.0","0.0","-0.06","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-1.00","172.0","100","0","3","0","0","6818","0","0","13.93","13.17","29.54","29.29","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.73","47.69","49.03","49.05","0","0","1","1","0","0","0","0","0","0","0","-0","-1","0","2","-2","1","1187","2","3","9","8"
"0.310","15","34362","34375","47.8","0.0","0.0","0.0","0.0","-0.06","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-1.00","172.0","100","0","3","0","0","6818","0","0","13.85","13.24","29.72","29.47","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.74","47.72","49.03","49.05","0","0","1","1","0","0","0","0","0","0","0","-0","-1","0","2","-2","1","1187","2","3","9","8"
"0.315","15","34363","34375","47.8","0.0","0.0","0.0","0.0","-0.06","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-1.00","172.0","100","0","3","0","0","6818","0","0","13.83","13.37","29.92","29.65","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.74","47.74","49.04","49.07","0","0","1","1","0","0","0","0","0","0","0","-0","-1","0","2","-2","1","1187","2","3","9","8"
"0.320","15","34363","34376","47.8","0.0","0.0","0.0","0.0","-0.06","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-0.96","172.3","100","0","3","0","0","6819","0","0","13.99","13.52","30.13","29.79","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.77","47.76","49.06","49.12","0","0","1","1","0","0","0","0","0","0","0","-0","0","0","2","-2","1","1186","2","3","9","8"
"0.325","15","34363","34376","47.9","0.0","0.0","0.0","0.0","-0.06","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-0.96","172.3","100","0","3","0","0","6819","0","0","14.22","13.68","30.34","29.88","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.81","47.78","49.08","49.15","0","0","1","1","0","0","0","0","0","0","0","-0","0","0","2","-2","1","1186","2","3","9","8"
"0.330","16","34363","34376","47.9","0.0","0.0","0.0","0.0","-0.07","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-0.96","172.3","100","0","3","0","0","6819","0","0","14.44","13.83","30.53","29.96","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.83","47.80","49.09","49.16","0","0","1","1","0","0","0","0","0","0","0","-0","0","0","2","-2","1","1186","2","3","9","8"
"0.335","16","34364","34376","47.9","0.0","0.0","0.0","0.0","-0.07","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.66","-0.96","172.5","100","0","3","0","0","6826","0","0","14.68","13.99","30.73","30.03","570.35","564.23","644.99","642.05","26.79","26.88","26.77","26.86","84.45","85.43","95.74","95.60","47.85","47.82","49.12","49.18","0","0","1","1","0","0","0","0","0","0","0","-0","0","0","2","-2","1","1186","2","3","9","8"
"0.340","16","34364","34377","47.9","0.0","0.0","0.0","0.0","-0.07","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.57","-0.96","172.5","100","0","3","0","0","6826","0","0","14.95","14.15","30.90","30.10","569.74","563.62","644.41","641.47","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","47.88","47.85","49.16","49.22","0","0","1","1","0","0","0","0","0","0","0","-0","0","0","2","-2","1","1186","2","3","9","8"
"0.345","16","34364","34377","47.9","0.0","0.0","0.0","0.0","-0.07","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.57","-0.96","172.5","100","0","3","0","0","6826","0","0","15.12","14.31","31.01","30.17","569.74","563.62","644.41","641.47","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","47.91","47.86","49.21","49.25","0","0","1","1","0","0","0","0","0","0","0","-0","0","0","2","-2","1","1186","2","3","9","8"
"0.350","17","34364","34377","47.9","0.0","0.0","0.0","0.0","-0.07","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.57","-0.96","172.5","100","0","3","0","0","6826","0","0","15.31","14.45","31.05","30.22","569.74","563.62","644.41","641.47","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","47.92","47.89","49.25","49.28","0","0","1","1","0","0","0","0","0","0","0","-0","0","0","2","-2","1","1186","2","3","9","8"
"0.355","17","34365","34377","48.0","0.0","0.0","0.0","0.0","-0.07","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.57","-0.96","172.7","100","0","3","0","0","6841","0","0","15.45","14.61","31.06","30.25","569.74","563.62","644.41","641.47","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","47.95","47.92","49.29","49.29","0","0","1","1","0","0","0","0","0","0","0","-0","0","0","2","-2","1","1186","2","3","9","8"
"0.360","17","34365","34378","48.0","0.0","0.0","0.0","0.0","-0.07","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.57","-0.96","172.7","100","0","3","0","0","6841","0","0","15.52","14.74","31.01","30.31","569.74","563.62","644.41","641.47","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","47.97","47.94","49.31","49.29","0","0","1","1","0","0","0","0","0","0","0","-0","-1","0","2","-2","1","1186","2","3","9","8"
"0.365","17","34365","34378","48.0","-0.0","0.0","0.0","0.0","-0.07","0.40","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.57","-0.96","172.7","100","0","3","0","0","6841","0","0","15.49","14.80","30.92","30.42","569.74","563.62","644.41","641.47","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","47.99","47.96","49.32","49.29","0","0","1","1","0","0","0","0","0","0","0","-0","-1","0","2","-2","1","1186","2","3","9","8"
"0.370","18","34365","34378","48.0","-0.0","-0.0","0.0","0.0","-0.07","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.57","-0.92","173.0","100","0","3","0","0","6855","0","0","15.33","14.77","30.85","30.57","569.74","563.62","644.41","641.47","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.00","47.98","49.31","49.29","0","0","1","1","0","0","0","0","0","0","0","-0","-1","0","2","-2","1","1186","2","3","9","8"
"0.375","18","34366","34378","48.0","-0.0","-0.0","0.0","0.0","-0.07","0.39","-0.00","-0.08","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.57","-0.92","173.0","100","0","3","0","0","6855","0","0","15.05","14.62","30.91","30.73","569.74","563.62","644.41","641.47","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.00","47.99","49.27","49.28","0","0","1","1","0","0","0","0","0","0","0","-1","-1","0","2","-2","1","1186","2","3","9","8"
"0.380","18","34366","34379","48.1","-0.0","-0.0","0.0","0.0","-0.07","0.39","-0.00","-0.08","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.57","-0.92","173.0","100","0","3","0","0","6855","0","0","14.98","14.53","31.09","30.87","569.74","563.62","644.41","641.47","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.00","48.00","49.28","49.30","0","0","1","1","0","0","0","0","0","0","0","-1","-1","0","2","-2","1","1186","2","3","9","8"
"0.385","18","34366","34379","48.1","-0.0","-0.0","0.0","0.0","-0.08","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-0.92","173.0","100","0","3","0","0","6855","0","0","14.85","14.35","31.24","31.02","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.01","48.00","49.30","49.33","0","0","1","1","0","0","0","0","0","0","0","-1","-1","0","2","-2","1","1186","2","3","9","8"
"0.390","18","34366","34379","48.1","0.0","-0.0","0.0","0.0","-0.08","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-0.96","173.2","100","0","3","0","0","6855","0","0","14.80","14.21","31.42","31.15","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.02","48.00","49.29","49.34","0","0","1","1","0","0","0","0","0","0","0","-2","-1","0","2","-2","1","1186","2","3","9","8"
"0.395","19","34367","34379","48.1","0.0","0.0","0.0","0.0","-0.08","0.38","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-0.96","173.2","100","0","3","0","0","6855","0","0","14.85","14.16","31.66","31.27","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.05","48.03","49.29","49.36","0","0","1","1","0","0","0","0","0","0","-3","-2","-1","0","2","-2","1","1186","2","3","9","8"
"0.400","19","34367","34380","48.1","0.0","0.0","0.0","0.0","-0.08","0.38","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-0.96","173.2","100","0","3","0","0","6855","0","0","14.96","14.21","31.84","31.36","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.08","48.05","49.35","49.39","0","0","1","1","0","0","0","0","0","0","0","-2","-0","0","2","-2","2","1186","2","2","9","8"
"0.405","19","34367","34380","48.2","0.0","0.0","0.0","0.0","-0.08","0.38","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-1.00","173.4","100","0","3","0","0","6856","0","0","15.16","14.34","31.99","31.45","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.09","48.08","49.38","49.41","0","0","1","1","0","0","0","0","0","0","0","-2","-0","0","2","-2","2","1186","2","2","9","8"
"0.410","19","34367","34380","48.2","0.0","0.0","0.0","0.0","-0.08","0.38","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-1.00","173.4","100","0","3","0","0","6856","0","0","15.42","14.53","32.10","31.53","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.14","48.10","49.41","49.44","0","0","1","1","0","0","0","0","0","0","0","-3","-0","0","2","-2","2","1186","2","2","9","8"
"0.415","20","34368","34380","48.2","0.0","0.0","0.0","0.0","-0.08","0.38","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-1.00","173.4","100","0","3","0","0","6856","0","0","15.65","14.75","32.16","31.59","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.16","48.12","49.46","49.49","0","0","1","1","0","0","0","0","0","0","0","-3","-0","0","2","-2","2","1186","2","2","9","8"
"0.420","20","34368","34380","48.2","0.0","0.0","-0.0","-0.0","-0.08","0.38","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-1.04","173.7","100","0","3","0","0","6872","0","0","15.87","14.98","32.15","31.61","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.19","48.17","49.52","49.54","0","0","1","1","0","0","0","0","0","0","0","-3","-0","0","2","-2","2","1186","2","2","9","8"
"0.425","20","34368","34381","48.2","0.0","0.0","-0.0","-0.0","-0.08","0.39","-0.00","-0.09","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-1.04","173.7","100","0","3","0","0","6872","0","0","16.02","15.09","32.05","31.56","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.22","48.19","49.60","49.60","0","0","1","1","0","0","0","0","0","0","0","-3","-0","0","2","-1","2","1186","2","2","10","8"
"0.430","20","34368","34381","48.3","0.0","-0.0","-0.0","-0.0","-0.08","0.39","-0.00","-0.10","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-1.04","173.7","100","0","3","0","0","6872","0","0","16.07","15.10","31.92","31.38","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.23","48.21","49.66","49.66","0","0","1","1","0","0","0","0","0","0","0","-2","-0","0","2","-1","2","1186","2","2","10","8"
"0.435","21","34368","34381","48.3","-0.0","-0.0","-0.0","-0.0","-0.08","0.39","-0.00","-0.10","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.50","-1.12","173.9","100","0","3","0","0","6899","0","0","15.98","14.98","31.81","31.30","569.12","563.01","643.83","640.89","26.79","26.88","26.77","26.86","84.44","85.43","95.74","95.60","48.24","48.22","49.66","49.68","0","0","1","1","0","0","0","0","0","0","0","-2","-0","0","2","-1","2","1186","2","2","10","8"
"0.440","21","34369","34381","48.3","-0.0","-0.0","-0.0","-0.0","-0.08","0.39","-0.00","-0.10","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.45","-1.12","173.9","100","0","3","0","0","6899","0","0","15.81","14.84","31.69","31.19","568.50","562.40","643.24","640.31","26.79","26.88","26.77","26.86","84.43","85.43","95.73","95.60","48.26","48.23","49.64","49.66","0","0","1","1","0","0","0","0","0","0","0","-2","-0","0","2","-1","2","1186","2","2","10","8"
"0.445","21","34369","34382","48.3","-0.0","-0.0","-0.0","-0.0","-0.08","0.40","-0.00","-0.10","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.45","-1.12","173.9","100","0","3","0","0","6899","0","0","15.61","14.67","31.58","31.13","568.50","562.40","643.24","640.31","26.79","26.88","26.77","26.86","84.43","85.43","95.73","95.60","48.27","48.25","49.62","49.63","0","0","1","1","0","0","0","0","0","0","0","-2","-0","0","2","-1","2","1186","2","2","10","8"
"0.450","21","34369","34382","48.3","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.10","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.45","-1.12","173.9","100","0","3","0","0","6899","0","0","15.47","14.54","31.53","31.10","568.50","562.40","643.24","640.31","26.79","26.88","26.77","26.86","84.43","85.43","95.73","95.60","48.29","48.27","49.60","49.61","0","0","1","1","0","0","0","0","0","0","0","-1","-0","0","2","-1","2","1186","2","2","10","8"
"0.455","22","34369","34382","48.3","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.45","-1.20","174.1","100","0","3","0","0","6903","0","0","15.32","14.37","31.54","31.16","568.50","562.40","643.24","640.31","26.79","26.88","26.77","26.86","84.43","85.43","95.73","95.60","48.30","48.29","49.60","49.61","0","0","1","1","0","0","0","0","0","0","0","-2","-0","0","2","-1","2","1186","2","2","10","8"
"0.460","22","34370","34382","48.4","-0.0","-0.0","0.0","0.0","-0.08","0.41","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.45","-1.20","174.1","100","0","3","0","0","6903","0","0","15.16","14.18","31.63","31.26","568.50","562.40","643.24","640.31","26.79","26.88","26.77","26.86","84.43","85.43","95.73","95.60","48.31","48.30","49.56","49.59","0","0","1","1","0","0","0","0","0","0","0","-2","-0","0","2","-1","2","1186","2","2","10","8"
"0.465","22","34370","34383","48.4","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.45","-1.20","174.1","100","0","3","0","0","6903","0","0","15.02","13.96","31.83","31.42","568.50","562.40","643.24","640.31","26.79","26.88","26.77","26.86","84.43","85.43","95.73","95.60","48.32","48.30","49.55","49.58","0","0","1","1","0","0","0","0","0","0","-4","-2","0","-0","2","-1","2","1185","2","2","10","8"
"0.470","22","34370","34383","48.4","-0.0","-0.0","0.0","0.0","-0.07","0.40","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.45","-1.36","174.4","100","0","3","0","0","6889","0","0","14.88","13.77","32.01","31.60","568.50","562.40","643.24","640.31","26.79","26.88","26.77","26.86","84.43","85.43","95.73","95.60","48.33","48.31","49.57","49.58","0","0","1","1","0","0","0","0","0","0","-5","-3","0","-0","2","-1","2","1185","2","2","10","8"
