Distance,Time,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB,EN_TW,EN_W,EN_Dy,EN_AP,EN_GR,TIME,segment_id_x,segmentDescription,segmentStart_m,segmentEnd_m,corner_ids,corner_id,segment_id_y,cornerName,cornerDescription,cornerStart_m,cornerApex_m,cornerEnd_m
46,0.965,0.0,-0.03,-0.51,-0.81,178.9,100.0,0.0,3.0,0.0,0.0,7088.0,0.0,0.0,15.94,15.95,31.42,31.21,440.06,440.06,393.41,393.41,26.07,26.27,25.77,26.07,80.06,80.06,80.06,80.06,49.69,49.69,51.08,51.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
47,0.985,0.0,-0.03,-0.51,-0.9,179.3,100.0,0.0,3.0,0.0,0.0,7092.0,0.0,0.0,16.13,16.11,31.45,30.83,440.06,440.06,393.41,393.41,26.07,26.27,25.77,26.07,80.06,80.06,80.06,80.06,49.77,49.77,51.11,51.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,2.0,1.0,1185.0,0.0,1.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
48,1.005,0.0,-0.03,-0.51,-0.9,179.5,100.0,0.0,3.0,0.0,0.0,7087.0,0.0,0.0,16.01,15.87,31.85,31.32,440.06,440.06,393.41,393.41,26.07,26.27,25.77,26.07,80.06,80.06,80.06,80.06,49.84,49.83,51.11,51.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,2.0,1.0,1186.0,0.0,1.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
49,1.025,0.0,-0.04,-0.35,-0.9,179.8,100.0,0.0,3.0,0.0,0.0,7089.0,0.0,0.0,15.8,15.11,32.36,32.02,439.6,439.6,393.11,393.11,26.07,26.27,25.77,26.07,80.06,80.06,80.06,80.06,49.87,49.88,51.15,51.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,2.0,1.0,1186.0,0.0,1.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
50,1.045,0.0,-0.04,-0.35,-0.95,180.0,100.0,0.0,3.0,0.0,0.0,7102.0,0.0,0.0,16.04,14.39,32.39,32.29,439.6,439.6,393.11,393.11,26.07,26.27,25.77,26.07,80.06,80.06,80.06,80.06,49.93,49.9,51.28,51.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,2.0,1.0,1186.0,0.0,1.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
51,1.065,0.0,-0.06,-0.47,-1.04,180.2,100.0,0.0,3.0,0.0,0.0,7116.0,0.0,0.0,16.42,14.38,31.86,32.45,439.15,439.15,392.8,392.8,26.07,26.27,25.77,26.07,80.06,80.06,80.07,80.07,50.0,49.98,51.47,51.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,1.0,1186.0,0.0,2.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
52,1.085,0.0,-0.06,-0.47,-1.17,180.6,100.0,0.0,3.0,0.0,0.0,7151.0,0.0,0.0,16.72,15.03,31.1,31.82,439.15,439.15,392.8,392.8,26.07,26.27,25.77,26.07,80.06,80.06,80.07,80.07,50.09,50.09,51.61,51.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,2.0,1.0,1186.0,-1.0,2.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
53,1.105,0.0,-0.06,-0.47,-1.17,180.7,100.0,0.0,3.0,0.0,0.0,7157.0,0.0,0.0,16.88,16.16,30.81,31.39,439.15,439.15,392.8,392.8,26.07,26.27,25.77,26.07,80.06,80.06,80.07,80.07,50.18,50.19,51.6,51.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,1.0,1186.0,-1.0,2.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
54,1.125,0.0,-0.04,-0.73,-1.17,181.0,100.0,0.0,3.0,0.0,0.0,7153.0,0.0,0.0,16.89,17.01,31.18,31.32,438.69,438.69,392.5,392.5,26.07,26.27,25.77,26.07,80.06,80.06,80.07,80.07,50.27,50.26,51.57,51.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,2.0,1186.0,-1.0,2.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
55,1.145,0.0,-0.04,-0.73,-1.17,181.2,100.0,0.0,3.0,0.0,0.0,7150.0,0.0,0.0,16.71,17.32,32.09,31.59,438.69,438.69,392.5,392.5,26.07,26.27,25.77,26.07,80.06,80.06,80.07,80.07,50.33,50.33,51.53,51.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,2.0,1187.0,0.0,2.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
56,1.165,0.0,-0.04,-0.6,-1.08,181.4,100.0,0.0,3.0,0.0,0.0,7154.0,0.0,0.0,16.41,16.81,33.24,32.48,438.24,438.24,392.2,392.2,26.07,26.27,25.77,26.07,80.07,80.06,80.07,80.07,50.38,50.37,51.54,51.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,1187.0,0.0,2.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
57,1.185,0.0,-0.04,-0.6,-0.95,181.8,100.0,0.0,3.0,0.0,0.0,7170.0,0.0,0.0,16.25,16.09,33.99,33.09,438.24,438.24,392.2,392.2,26.07,26.27,25.77,26.07,80.07,80.06,80.07,80.07,50.42,50.36,51.64,51.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,1187.0,0.0,3.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
58,1.205,0.0,-0.04,-0.6,-0.9,182.0,100.0,0.0,3.0,0.0,0.0,7179.0,0.0,0.0,16.58,16.31,34.02,33.28,438.24,438.24,392.2,392.2,26.07,26.27,25.77,26.07,80.07,80.06,80.07,80.07,50.48,50.46,51.83,51.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,1187.0,0.0,3.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
59,1.225,0.0,-0.06,-0.6,-0.86,182.2,100.0,0.0,3.0,0.0,0.0,7197.0,0.0,0.0,16.89,15.95,33.4,32.69,437.78,437.78,391.89,391.89,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.07,50.56,50.51,52.02,52.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,1187.0,0.0,3.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
60,1.245,0.0,-0.06,-0.6,-0.95,182.4,100.0,0.0,3.0,0.0,0.0,7220.0,0.0,0.0,17.08,15.83,32.65,32.27,437.78,437.78,391.89,391.89,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.07,50.65,50.62,52.02,51.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,1.0,2.0,1187.0,0.0,3.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
61,1.265,0.0,-0.05,-0.47,-0.99,182.6,100.0,0.0,3.0,0.0,0.0,7222.0,0.0,0.0,16.85,15.42,32.06,32.08,437.32,437.32,391.59,391.59,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.08,50.7,50.66,52.15,52.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,1188.0,0.0,3.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
62,1.285,0.0,-0.05,-0.47,-1.35,183.0,100.0,0.0,3.0,0.0,0.0,7225.0,0.0,0.0,16.55,15.06,31.64,32.04,437.32,437.32,391.59,391.59,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.08,50.76,50.75,52.16,52.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,1188.0,0.0,3.0,7.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
63,1.305,0.0,-0.05,-0.47,-1.53,183.2,100.0,0.0,3.0,0.0,0.0,7232.0,0.0,0.0,16.38,14.76,31.37,31.91,437.32,437.32,391.59,391.59,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.08,50.83,50.8,52.18,52.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,1188.0,0.0,3.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
64,1.325,0.0,-0.07,-0.74,-1.76,183.4,100.0,0.0,3.0,0.0,0.0,7240.0,0.0,0.0,16.49,14.99,31.61,32.1,436.87,436.87,391.28,391.28,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.08,50.9,50.89,52.23,52.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,1188.0,0.0,3.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
65,1.345,0.0,-0.07,-0.74,-1.94,183.6,100.0,0.0,3.0,0.0,0.0,7246.0,0.0,0.0,16.67,15.66,31.72,32.1,436.87,436.87,391.28,391.28,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.08,50.97,50.96,52.31,52.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,1188.0,0.0,3.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
66,1.365,0.0,-0.07,-1.12,-2.07,183.8,100.0,0.0,3.0,0.0,0.0,7254.0,0.0,0.0,17.01,16.34,32.05,32.16,436.41,436.41,390.98,390.98,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.08,51.05,51.05,52.33,52.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,1188.0,0.0,3.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
67,1.38,0.0,-0.07,-1.12,-2.12,184.0,100.0,0.0,3.0,0.0,0.0,7262.0,0.0,0.0,17.35,16.7,32.44,32.33,436.41,436.41,390.98,390.98,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.08,51.11,51.08,52.36,52.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,1188.0,0.0,3.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
68,1.4,0.0,-0.07,-1.12,-2.16,184.4,100.0,0.0,3.0,0.0,0.0,7271.0,0.0,0.0,17.54,17.19,33.02,32.7,436.41,436.41,390.98,390.98,26.07,26.27,25.77,26.07,80.07,80.07,80.08,80.08,51.18,51.17,52.39,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,1188.0,0.0,3.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
69,1.42,0.0,-0.07,-1.27,-2.07,184.6,100.0,0.0,3.0,0.0,0.0,7278.0,0.0,0.0,17.51,16.9,33.66,32.99,435.95,435.95,390.67,390.67,26.07,26.27,25.77,26.07,80.08,80.07,80.09,80.09,51.23,51.19,52.44,52.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,3.0,1188.0,0.0,3.0,6.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
70,1.44,0.0,-0.07,-1.27,-1.94,184.8,100.0,0.0,3.0,0.0,0.0,7285.0,0.0,0.0,17.39,16.98,34.23,33.32,435.95,435.95,390.67,390.67,26.07,26.27,25.77,26.07,80.08,80.07,80.09,80.09,51.29,51.26,52.52,52.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,4.0,1189.0,0.0,3.0,5.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
71,1.46,0.0,-0.07,-1.27,-1.8,185.0,100.0,0.0,3.0,0.0,0.0,7292.0,0.0,0.0,17.37,16.85,34.32,33.43,435.95,435.95,390.67,390.67,26.07,26.27,25.77,26.07,80.08,80.07,80.09,80.09,51.35,51.32,52.63,52.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,4.0,1189.0,0.0,3.0,5.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
72,1.48,0.0,-0.08,-1.25,-1.62,185.2,100.0,0.0,4.0,0.0,0.0,7304.0,0.0,0.0,17.46,16.71,34.09,33.11,435.49,435.49,390.37,390.37,26.07,26.27,25.77,26.07,80.08,80.07,80.09,80.09,51.42,51.38,52.72,52.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,1189.0,0.0,2.0,0.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
73,1.5,0.0,-0.08,-1.25,-1.31,185.2,100.0,0.0,4.0,0.0,0.0,6875.0,0.0,0.0,17.49,16.78,33.81,33.16,435.49,435.49,390.37,390.37,26.07,26.27,25.77,26.07,80.08,80.07,80.09,80.09,51.43,51.4,51.38,51.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,1189.0,0.0,2.0,0.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
74,1.52,0.0,-0.08,-1.17,-1.26,185.1,100.0,0.0,4.0,0.0,0.0,6601.0,0.0,0.0,17.72,16.96,33.5,32.72,435.04,435.04,390.06,390.06,26.07,26.27,25.77,26.07,80.08,80.08,80.09,80.09,51.4,51.36,51.35,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1189.0,1.0,2.0,-1.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
75,1.54,0.0,-0.08,-1.17,-1.26,185.0,100.0,0.0,4.0,0.0,0.0,6327.0,0.0,0.0,18.14,17.44,33.14,32.33,435.04,435.04,390.06,390.06,26.07,26.27,25.77,26.07,80.08,80.08,80.09,80.09,51.37,51.35,51.34,51.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1189.0,1.0,2.0,-1.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
76,1.555,0.0,-0.08,-1.17,-1.31,184.9,100.0,0.0,4.0,0.0,0.0,6280.0,0.0,0.0,18.48,17.55,32.79,32.03,435.04,435.04,390.06,390.06,26.07,26.27,25.77,26.07,80.08,80.08,80.09,80.09,51.36,51.31,51.89,51.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1189.0,1.0,2.0,-1.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
77,1.575,0.0,-0.09,-1.06,-1.44,185.0,100.0,0.0,4.0,0.0,0.0,6609.0,0.0,0.0,18.69,17.72,32.26,31.62,434.58,434.58,389.76,389.76,26.07,26.27,25.77,26.07,80.08,80.08,80.09,80.09,51.36,51.35,52.56,52.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,4.0,1189.0,1.0,2.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
78,1.595,0.0,-0.09,-1.06,-1.58,185.2,100.0,0.0,4.0,0.0,0.0,6131.0,0.0,0.0,18.73,17.41,31.83,31.46,434.58,434.58,389.76,389.76,26.07,26.27,25.77,26.07,80.08,80.08,80.09,80.09,51.43,51.37,53.12,53.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,1188.0,1.0,1.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
79,1.615,0.0,-0.09,-1.06,-1.67,185.6,100.0,0.0,4.0,0.0,0.0,6094.0,0.0,0.0,18.44,17.74,31.85,31.25,434.58,434.58,389.76,389.76,26.07,26.27,25.77,26.07,80.08,80.08,80.09,80.09,51.52,51.5,52.76,52.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,5.0,1188.0,1.0,1.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
80,1.635,0.0,-0.1,-1.05,-1.62,185.8,100.0,0.0,4.0,0.0,0.0,6299.0,0.0,0.0,17.99,17.12,32.25,31.37,434.12,434.12,389.45,389.45,26.07,26.27,25.77,26.07,80.08,80.08,80.1,80.1,51.57,51.52,52.57,52.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,5.0,1188.0,1.0,1.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
81,1.655,0.0,-0.1,-1.05,-1.53,185.9,100.0,0.0,4.0,0.0,0.0,6247.0,0.0,0.0,17.45,16.26,32.6,31.63,434.12,434.12,389.45,389.45,26.07,26.27,25.77,26.07,80.08,80.08,80.1,80.1,51.59,51.56,52.84,52.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,5.0,1188.0,1.0,1.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
82,1.675,0.0,-0.08,-0.82,-1.35,186.1,100.0,0.0,4.0,0.0,0.0,6110.0,0.0,0.0,17.29,15.95,32.52,32.31,433.66,433.66,389.15,389.15,26.07,26.27,25.77,26.07,80.08,80.08,80.1,80.1,51.64,51.6,52.99,52.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,1188.0,2.0,1.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
83,1.695,0.0,-0.08,-0.82,-1.13,186.3,100.0,0.0,4.0,0.0,0.0,6128.0,0.0,0.0,17.47,15.99,32.24,31.95,433.66,433.66,389.15,389.15,26.07,26.27,25.77,26.07,80.08,80.08,80.1,80.1,51.72,51.71,52.99,53.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,1188.0,2.0,1.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
84,1.71,0.0,-0.08,-0.82,-0.95,186.5,100.0,0.0,4.0,0.0,0.0,6207.0,0.0,0.0,17.65,15.68,32.01,31.84,433.66,433.66,389.15,389.15,26.07,26.27,25.77,26.07,80.08,80.08,80.1,80.1,51.77,51.7,53.0,53.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,5.0,1188.0,2.0,0.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
85,1.73,0.0,-0.08,-0.6,-0.77,186.6,100.0,0.0,4.0,0.0,0.0,6231.0,0.0,0.0,17.49,15.92,31.75,31.86,433.2,433.2,388.84,388.84,26.07,26.27,25.77,26.07,80.08,80.08,80.1,80.1,51.81,51.79,53.1,53.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,1188.0,2.0,0.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
86,1.75,0.0,-0.08,-0.6,-0.36,187.0,100.0,0.0,4.0,0.0,0.0,6184.0,0.0,0.0,17.59,16.45,31.62,31.81,433.2,433.2,388.84,388.84,26.07,26.27,25.77,26.07,80.08,80.08,80.1,80.1,51.88,51.87,53.2,53.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,5.0,1188.0,2.0,0.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
87,1.77,0.0,-0.08,-0.27,-0.14,187.2,100.0,0.0,4.0,0.0,0.0,6209.0,0.0,0.0,17.82,16.51,31.81,31.83,432.74,432.74,388.53,388.53,26.07,26.27,25.77,26.07,80.09,80.08,80.11,80.1,51.96,51.96,53.18,53.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,5.0,1187.0,2.0,0.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
88,1.79,0.0,-0.08,-0.27,0.09,187.3,100.0,0.0,4.0,0.0,0.0,6225.0,0.0,0.0,17.81,16.39,31.96,32.15,432.74,432.74,388.53,388.53,26.07,26.27,25.77,26.07,80.09,80.08,80.11,80.1,52.0,51.98,53.21,53.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,5.0,1187.0,2.0,0.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
89,1.81,0.0,-0.08,-0.27,0.27,187.5,100.0,0.0,4.0,0.0,0.0,6219.0,0.0,0.0,17.86,16.42,32.44,32.79,432.74,432.74,388.53,388.53,26.07,26.27,25.77,26.07,80.09,80.08,80.11,80.1,52.05,52.06,53.27,53.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,5.0,1187.0,2.0,0.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
90,1.83,0.0,-0.05,0.14,0.45,187.7,100.0,0.0,4.0,0.0,0.0,6215.0,0.0,0.0,18.03,16.66,32.8,32.84,432.28,432.28,388.23,388.23,26.07,26.27,25.77,26.07,80.09,80.08,80.11,80.11,52.11,52.11,53.32,53.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,5.0,1187.0,2.0,0.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
91,1.845,0.0,-0.05,0.14,0.63,187.9,100.0,0.0,4.0,0.0,0.0,6229.0,0.0,0.0,18.21,17.01,33.0,33.14,432.28,432.28,388.23,388.23,26.07,26.27,25.77,26.07,80.09,80.08,80.11,80.11,52.16,52.14,53.35,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,5.0,1187.0,3.0,0.0,3.0,2.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
